record_id,year,make,model,engine,oil_type,oil_capacity,oil_filter,transmission_fluid,source,additional_specs,verification_status,missing_fields,merge_key
1f47cf7e7d84331ed12e3f61,2023,BMW,X3,Turbo 2,,,WL10358,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10358"",""stp_filter"":""S45014 / S45014XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 13/13 same engine/filter family; Oil Capacity: 13/13 same engine/filter family; Oil Plug Torque: 13/13 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x3|turbo2
a06db409f69d5c87db387d08,2023,BMW,X3,Turbo 3,,,WL10342,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10342"",""stp_filter"":""S90186 / S90186XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 11/11 same engine/filter family; Oil Capacity: 11/11 same engine/filter family; Oil Plug Torque: 11/11 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x3|turbo3
3dc812aaf09309d1be1199c1,2023,BMW,X3 M,Turbo 3,,,WL10342,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10342"",""stp_filter"":""S90186 / S90186XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 12/12 same engine/filter family; Oil Capacity: 12/12 same engine/filter family; Oil Plug Torque: 12/12 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x3m|turbo3
41844c222f65e2b645af904a,2023,BMW,X3 sDrive30i,Turbo 2,,,WL10358,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10358"",""stp_filter"":""S45014 / S45014XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 14/14 same engine/filter family; Oil Capacity: 14/14 same engine/filter family; Oil Plug Torque: 14/14 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x3sdrive30i|turbo2
827de8939c8e9ee02f242885,2023,BMW,X3 xDrive30i,Turbo 2,,,WL10358,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10358"",""stp_filter"":""S45014 / S45014XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 15/15 same engine/filter family; Oil Capacity: 15/15 same engine/filter family; Oil Plug Torque: 15/15 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x3xdrive30i|turbo2
54d10669142024d7cd5bd979,2023,BMW,X4,Turbo 2,,,WL10358,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10358"",""stp_filter"":""S45014 / S45014XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 16/16 same engine/filter family; Oil Capacity: 16/16 same engine/filter family; Oil Plug Torque: 16/16 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x4|turbo2
d1d715265c3f245bb8eec440,2023,BMW,X4,Turbo 3,,,WL10342,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10342"",""stp_filter"":""S90186 / S90186XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 13/13 same engine/filter family; Oil Capacity: 13/13 same engine/filter family; Oil Plug Torque: 13/13 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x4|turbo3
c7d16a49b37645d1de32a668,2023,BMW,X4 M,Turbo 3,,,WL10656,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10656"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 5/5 same engine/filter family; Oil Capacity: 5/5 same engine/filter family; Oil Plug Torque: 5/5 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity;stp_filter,2023|bmw|x4m|turbo3
e60a03bfa156151a91660303,2023,BMW,X4 xDrive30i,Turbo 2,,,WL10358,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10358"",""stp_filter"":""S45014 / S45014XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 17/17 same engine/filter family; Oil Capacity: 17/17 same engine/filter family; Oil Plug Torque: 17/17 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x4xdrive30i|turbo2
f5c73f9cc32ed0b7faf4125c,2023,BMW,X5,Turbo 3,,,WL10342,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10342"",""stp_filter"":""S90186 / S90186XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 14/14 same engine/filter family; Oil Capacity: 14/14 same engine/filter family; Oil Plug Torque: 14/14 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|x5|turbo3
77b277494dae6cd6b2ca1ee5,2023,BMW,Z4,Turbo 2,,,WL10358,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10358"",""stp_filter"":""S45014 / S45014XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 18/18 same engine/filter family; Oil Capacity: 18/18 same engine/filter family; Oil Plug Torque: 18/18 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|z4|turbo2
99750caa6c2cbe98fa5d47ac,2023,BMW,Z4,Turbo 3,,,WL10342,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10342"",""stp_filter"":""S90186 / S90186XL"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 15/15 same engine/filter family; Oil Capacity: 15/15 same engine/filter family; Oil Plug Torque: 15/15 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|bmw|z4|turbo3
4fd14734c92937eb05835fdf,2023,Buick,Envision,Turbo 2,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|buick|envision|turbo2
d00083674cbc135806bbd737,2023,Cadillac,Ct4,Turbo 2,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|cadillac|ct4|turbo2
23a8acb5b3e437676d0f38a7,2023,Cadillac,Ct5,6.2,,,WL10290,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10290"",""stp_filter"":""S12060 / S12060XL"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|cadillac|ct5|62
701c6fc2a9661e0862ee1d6e,2023,Cadillac,Ct5,Turbo 2,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|cadillac|ct5|turbo2
7c94082d31eb257a6ce2eb3b,2023,Cadillac,Ct5,Turbo 3,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|cadillac|ct5|turbo3
00ffc89956903e94a358bd4a,2023,Cadillac,Escalade,Diesel 3,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|cadillac|escalade|diesel3
d6ce886096b21a0be7a14298,2023,Cadillac,Escalade Esv,Diesel 3,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|cadillac|escaladeesv|diesel3
02523dde955b86931154c0ce,2023,Cadillac,Xt4,Turbo 2,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 2/2 same engine/filter family; Oil Capacity: 2/2 same engine/filter family; Oil Plug Torque: 2/2 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|cadillac|xt4|turbo2
518ccab33a5e82160f3d79de,2023,Cadillac,Xt5,Turbo 2,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 3/3 same engine/filter family; Oil Capacity: 3/3 same engine/filter family; Oil Plug Torque: 3/3 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|cadillac|xt5|turbo2
ccf950af6d2286b0a4a4ed7d,2023,Cadillac,Xt6,Turbo 2,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 4/4 same engine/filter family; Oil Capacity: 4/4 same engine/filter family; Oil Plug Torque: 4/4 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|cadillac|xt6|turbo2
f9ca369ebb1b8c579ce9bca8,2023,Chevrolet,Aveo,1.5,,,WL10001,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10001"",""stp_filter"":""S11462"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|aveo|15
0a4dcf11a230684628537913,2023,Chevrolet,Blazer,Turbo 2,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|blazer|turbo2
8747cb34cbe8796d08f5ae95,2023,Chevrolet,C-1500 Cheyenne,5.3,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|c1500cheyenne|53
76fd578708a7ab8195389ce1,2023,Chevrolet,Camaro,Turbo 2,,,WL10290,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10290"",""stp_filter"":""S12060 / S12060XL"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|camaro|turbo2
94e6cf7578f32bc274c5c45f,2023,Chevrolet,Captiva,Turbo 1.5,,,57060,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""7060"",""stp_filter"":""S3506"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|captiva|turbo15
557df92c48f5b7df4a8732ed,2023,Chevrolet,Cavalier,Turbo 1.3,,,WL10001,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10001"",""stp_filter"":""S11462"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|cavalier|turbo13
6c4b473104d73c985e95bb10,2023,Chevrolet,Colorado,Turbo 2.7,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|colorado|turbo27
03b4595d630966f30cb2e658,2023,Chevrolet,Express 2500,4.3,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|express2500|43
6a2859e76375673023e93a25,2023,Chevrolet,Express 2500,6.6,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|express2500|66
489fbf4de0ad6f9ab3d8a152,2023,Chevrolet,Express 3500,4.3,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|express3500|43
83660f0018acec9c0ad1ad38,2023,Chevrolet,Express 3500,6.6,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|express3500|66
5df17ab624da609125fcd942,2023,Chevrolet,Express 4500,6.6,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 2/2 same engine/filter family; Oil Capacity: 2/2 same engine/filter family; Oil Plug Torque: 2/2 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|express4500|66
b77a2f71f4691e726cce44cf,2023,Chevrolet,Lcf 3500,6.6,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 3/3 same engine/filter family; Oil Capacity: 3/3 same engine/filter family; Oil Plug Torque: 3/3 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|lcf3500|66
e2773b9aa8d9af94925d6b49,2023,Chevrolet,Lcf 4500,6.6,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 4/4 same engine/filter family; Oil Capacity: 4/4 same engine/filter family; Oil Plug Torque: 4/4 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|lcf4500|66
b1f8e2163e8e0a45d7d65bec,2023,Chevrolet,Lcf 5500Hd,Diesel 5.2,,,WL10316,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10316"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity;stp_filter,2023|chevrolet|lcf5500hd|diesel52
3f4eed2e05e828bf66748c23,2023,Chevrolet,Lcf 5500Xd,Diesel 5.2,,,WL10316,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10316"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP cross-reference not verified."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity;stp_filter,2023|chevrolet|lcf5500xd|diesel52
d66d0710bb061a578aa19974,2023,Chevrolet,Silverado 1500,5.3,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|silverado1500|53
2d3702761b2c3f0180a5f869,2023,Chevrolet,Silverado 1500,6.2,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|silverado1500|62
73a5f7377fa3c6d1e28a4603,2023,Chevrolet,Silverado 1500,Diesel 3,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""UNVERIFIED_OIL_SERVICE_DATA — Engine Oil: no validated continuity source; Oil Capacity: no validated continuity source; Oil Plug Torque: no validated continuity source. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""unverified"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",unverified,oil_type;oil_capacity,2023|chevrolet|silverado1500|diesel3
326f791825c162a3edc59c15,2023,Chevrolet,Silverado 1500,Turbo 2.7,,,WL10351,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10351"",""stp_filter"":""S45008"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 1/1 same engine/filter family; Oil Capacity: 1/1 same engine/filter family; Oil Plug Torque: 1/1 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|silverado1500|turbo27
cba7d0ea38eddbce27e9bcf4,2023,Chevrolet,Silverado 2500Hd,6.6,,,WL10255,,consolidated:full_oil_filter_workbook,"{""napa_gold_filter"":""10255"",""stp_filter"":""S45013"",""source_status"":""ENGINE_FILTER_FAMILY_CONTINUITY — Engine Oil: 5/5 same engine/filter family; Oil Capacity: 5/5 same engine/filter family; Oil Plug Torque: 5/5 same engine/filter family. WIX official application matched; NAPA Gold cross-reference derived from WIX/NAPA convention; STP product-level cross-reference validated."",""verification_status"":""incomplete"",""source_files"":""fulloilandfilter2022to2027;release_2022_2027_final_audit""}",incomplete,oil_type;oil_capacity,2023|chevrolet|silverado2500hd|66
