merge_key,field,chosen_value,alternative_values,source_files
2004|nissan|sentra|25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|nissan|titan|56,oil_capacity,6.2 liters with filter,6.2 liters with filter || 6.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|nissan|xterra|24,oil_capacity,3.5 liters with filter,3.5 liters with filter || 3.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|nissan|xterra|33,oil_capacity,3.3 liters with filter,3.3 liters with filter || 3.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|oldsmobile|alero|22,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|oldsmobile|alero|34,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|oldsmobile|bravada|42,oil_capacity,6.6 liters with filter,6.6 liters with filter || 7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|oldsmobile|silhouette|34,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|aztek|34,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|bonneville|38,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|bonneville|46,oil_capacity,7.1 liters with filter,7.1 liters with filter || 7.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|grandam|22,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|grandam|34,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|grandprix|38,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|gto|57,oil_capacity,6.2 liters with filter,6.2 liters with filter || 6.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|montana|34,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|sunfire|22,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|vibe|enginecode818,oil_capacity,3.7 liters with filter,3.7 liters with filter || 3.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|pontiac|vibe|enginecodel18,oil_capacity,4.4 liters with filter,4.4 liters with filter || 4.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|porsche|911|36,oil_capacity,Carrera engine . 8.2 liters or GT engine . 37.1 liters with filter,Carrera engine . 8.2 liters or GT engine . 37.1 liters with filter || Carrera engine 8.7 qts or GT3 engine 9.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|porsche|911|turbo36,oil_capacity,8.7 liters with filter,8.7 liters with filter || 9.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|porsche|boxster|27,oil_capacity,8.2 liters with filter,8.2 liters with filter || 8.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|porsche|boxster|32,oil_capacity,8.2 liters with filter,8.2 liters with filter || 8.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|porsche|cayenne|32,oil_capacity,6.3 liters with filter,6.3 liters with filter || 6.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|porsche|cayenne|45,oil_capacity,8.7 liters with filter,8.7 liters with filter || 9.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|porsche|cayenne|turbo45,oil_capacity,8.7 liters with filter,8.7 liters with filter || 9.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|saturn|ion|2,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|saturn|ion|22,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|saturn|l300|22,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|saturn|l300|3,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|saturn|vue|22,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|saturn|vue|35,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|scion|xa|15,oil_capacity,3.7 liters with filter,3.7 liters with filter || 3.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|scion|xb|15,oil_capacity,3.7 liters with filter,3.7 liters with filter || 3.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|baja|25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|baja|turbo25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|forester|25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|forester|turbo25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|impreza|25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|impreza|turbo20,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|impreza|turbo25,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|legacy|enginecodeej251orej25325,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|legacy|enginecodeej25925,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|outback|25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|subaru|outback|3,oil_capacity,5.3 liters with filter,5.3 liters with filter || 5.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|suzuki|aerio|23,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|suzuki|forenza|2,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|suzuki|grandvitara|25,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|suzuki|verona|25,oil_capacity,6.4 liters with filter,6.4 liters with filter || 6.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|suzuki|vitara|25,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|suzuki|xl7|27,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|4runner|4,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|4runner|47,oil_capacity,6.2 liters with filter,6.2 liters with filter || 6.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|avalon|3,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|camry|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|camry|3,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|camry|33,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|celica|enginecode1zzfe18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|celica|enginecode2zzge18,oil_capacity,4.4 liters with filter,4.4 liters with filter || 4.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|corolla|18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|echo|15,oil_capacity,3.7 liters with filter,3.7 liters with filter || 3.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|highlander|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|highlander|33,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|landcruiser|47,oil_capacity,6.8 liters with filter,6.8 liters with filter || 7.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|matrix|enginecode2zzge18,oil_capacity,4.4 liters with filter,4.4 liters with filter || 4.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|matrix|enginecoder1zzfe18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|mr2|18,oil_capacity,3.7 liters with filter,3.7 liters with filter || 3.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|prius|15,oil_capacity,3.7 liters with filter,3.7 liters with filter || 3.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|rav4|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|sequoia|47,oil_capacity,6.2 liters with filter,6.2 liters with filter || 6.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|sienna|33,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|solara|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|solara|33,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|tacoma|24,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|tacoma|27,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|tacoma|34,oil_capacity,Wheel Drive . 43.1 liters . Rear Wheel Drive . 5.4 liters with filter,4 Wheel Drive 5.5 qts. Rear Wheel Drive 5.7 qts. with filter || Wheel Drive . 43.1 liters . Rear Wheel Drive . 5.4 liters with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|tundra|34,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|toyota|tundra|47,oil_capacity,6.2 liters with filter,6.2 liters with filter || 6.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|beetle|2,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|beetle|diesel19,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|beetle|turbo18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|golf|2,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|golf|diesel19,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|gti|28,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|gti|turbo18,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|jetta|2,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|jetta|28,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|jetta|diesel19,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|jetta|turbo18,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|passat|28,oil_capacity,All Wheel Drive . 5.0 liters . Front Wheel Drive . 6.0 liters with filter,All Wheel Drive . 5.0 liters . Front Wheel Drive . 6.0 liters with filter || All Wheel Drive 5.3 qts. Front Wheel Drive 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|passat|4,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|passat|diesel20,oil_capacity,3.6 liters with filter,3.6 liters with filter || 3.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|passat|turbo18,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|phaeton|42,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|phaeton|6,oil_capacity,11.8 liters with filter,11.8 liters with filter || 12.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|r32|32,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|touareg|32,oil_capacity,6.3 liters with filter,6.3 liters with filter || 6.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|touareg|42,oil_capacity,7.6 liters with filter,7.6 liters with filter || 8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volkswagen|touareg|5,oil_capacity,11.5 liters with filter,11.5 liters with filter || 12.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|c70|turbo23,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|c70|turbo24,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s40|24,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s40|turbo19,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s40|turbo25,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s60r|turbo25,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s60|24,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s60|turbo23,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s60|turbo25,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s80|29,oil_capacity,6.9 liters with filter,6.9 liters with filter || 7.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s80|turbo25,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|s80|turbo29,oil_capacity,6.9 liters with filter,6.9 liters with filter || 7.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|v40|turbo19,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|v70r|turbo25,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|v70|24,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|v70|turbo23,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|v70|turbo25,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|xc70|turbo25,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|xc90|turbo25,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2004|volvo|xc90|turbo29,oil_capacity,6.6 liters with filter,6.6 liters with filter || 7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2005|acura|32tl|32,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
